List_price,Address,City,State,Beds,Baths,Living_sqft,Property_Type,Year_Built,Est__Mo__Payment,Price_Sq_Ft_,Drought_Score,Walk_score,Neighbourhood_Homes,Transit_score,Groceries_stores,Services,Emergency,Shopping,Food_and_Drink,Competitive_Score,has_supercenter,has_major_indian_grocery,has_major_entertainment,has_indian_restaurant,has_chinese_restaurant,has_mexican_restaurant,has_boba,has_starbucks,property_url,has_mall,Zipcode,No_of_Schools,Average_rating,County
1488888.0,35013 Dorchester Ct,NEWARK,CA,5.0,2.0,1858.0,Single,1969.0,8331.0,801.0,66.0,35,13.0,57.0,15,83,4,20,94,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Newark/35013-Dorchester-Ct-94560/home/951826,0,94560,3.0,5.0,Alameda
1999999.0,4706 Jaques Ct,FREMONT,CA,5.0,2.5,2238.0,Single,1986.0,11191.0,894.0,66.0,61,28.0,61.0,11,85,1,19,85,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4706-Jaques-Ct-94555/home/1144489,0,94555,3.0,7.666666666666667,Alameda
1298888.0,4747 Cortez Ave,FREMONT,CA,3.0,2.0,1168.0,Single,1956.0,7268.0,1112.0,66.0,54,13.0,54.0,8,80,2,24,55,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4747-Cortez-Ave-94536/home/1990316,0,94536,3.0,6.0,Alameda
1417195.0,45158 Tom Blalock St Unit 106 B4,FREMONT,CA,2.0,2.0,1688.0,Condo,2023.0,8502.0,840.0,66.0,25,3.0,52.0,8,44,19,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45158-Tom-Blalock-St-94539/unit-106-B4/home/179261781,1,94539,4.0,6.0,Alameda
1449000.0,442 D St,FREMONT,CA,3.0,2.0,1324.0,Single,1955.0,8108.0,1094.0,66.0,65,7.0,65.0,5,36,5,18,37,90.0,1,1,1,1,0,1,0,0,https://www.redfin.com//CA/Fremont/442-D-St-94536/home/1474743,0,94536,3.0,7.0,Alameda
799888.0,6372 Buena Vista Dr Unit B,NEWARK,CA,3.0,2.0,1488.0,Condo,1984.0,4861.0,538.0,66.0,57,9.0,57.0,8,60,1,14,88,96.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Newark/6372-Buena-Vista-Dr-94560/unit-B/home/1927973,1,94560,3.0,7.0,Alameda
1150000.0,4449 Cherrywood Ave,FREMONT,CA,3.0,1.0,1381.0,Single,1959.0,6435.0,833.0,66.0,39,3.0,57.0,4,71,9,17,42,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4449-Cherrywood-Ave-94538/home/1113660,1,94538,3.0,7.333333333333333,Alameda
1500000.0,38620 Canyon Heights Dr,FREMONT,CA,4.0,2.0,1822.0,Single,1977.0,8394.0,823.0,66.0,12,3.0,57.0,5,39,5,19,35,93.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/38620-Canyon-Heights-Dr-94536/home/1470853,0,94536,3.0,6.333333333333333,Alameda
1839000.0,47465 Mantis St,FREMONT,CA,4.0,2.0,1544.0,Single,1969.0,10290.0,1191.0,66.0,35,5.0,57.0,9,50,14,13,62,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/47465-Mantis-St-94539/home/1089971,1,94539,4.0,6.333333333333333,Alameda
725000.0,3658 Capitol Ave Unit 402A,FREMONT,CA,1.0,1.0,728.0,Condo,2019.0,4601.0,996.0,66.0,90,3.0,54.0,14,52,3,20,75,92.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3658-Capitol-Ave-94538/unit-402A/home/168824273,0,94538,3.0,6.333333333333333,Alameda
1499000.0,36288 Saxon Ct,NEWARK,CA,4.0,2.5,1453.0,Single,1971.0,8388.0,1032.0,66.0,19,13.0,54.0,10,73,3,19,65,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Newark/36288-Saxon-Ct-94560/home/860305,0,94560,3.0,5.0,Alameda
599000.0,3648 Birchwood Ter #113,FREMONT,CA,2.0,2.0,988.0,Condo,1984.0,3900.0,606.0,66.0,85,11.0,62.0,4,77,3,16,45,90.0,1,0,0,1,1,1,1,0,https://www.redfin.com//CA/Fremont/3648-Birchwood-Ter-94536/unit-113/home/1214153,0,94536,3.0,7.666666666666667,Alameda
599900.0,3580 Birchwood Ter #206,FREMONT,CA,2.0,2.0,1061.0,Condo,1984.0,3905.0,565.0,66.0,69,11.0,69.0,4,76,3,16,45,90.0,1,0,0,1,1,1,1,0,https://www.redfin.com//CA/Fremont/3580-Birchwood-Ter-94536/unit-206/home/1558678,0,94536,3.0,7.666666666666667,Alameda
1499950.0,3897 Jersey Rd,FREMONT,CA,4.0,2.5,1724.0,Single,1993.0,8437.0,870.0,66.0,52,3.0,52.0,5,50,9,20,39,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3897-Jersey-Rd-94538/home/1513188,1,94538,3.0,7.666666666666667,Alameda
1495000.0,2633 Forrest Ct,FREMONT,CA,3.0,2.0,1399.0,Single,1960.0,8425.0,1069.0,66.0,58,1.0,58.0,8,38,5,11,54,95.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/2633-Forrest-Ct-94536/home/1636220,0,94536,3.0,7.0,Alameda
891000.0,34643 Musk Ter,FREMONT,CA,3.0,2.0,1064.0,Condo,1987.0,5321.0,837.0,66.0,51,3.0,51.0,13,82,1,20,82,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/34643-Musk-Ter-94555/home/1143770,0,94555,3.0,8.0,Alameda
2240000.0,2585 Cabot Ct,FREMONT,CA,5.0,3.0,2670.0,Single,1977.0,12534.0,839.0,66.0,81,1.0,57.0,8,38,5,11,50,95.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/2585-Cabot-Ct-94536/home/1061704,0,94536,3.0,7.0,Alameda
1499950.0,3754 Ferry Ln,FREMONT,CA,3.0,2.0,1451.0,Single,1978.0,8393.0,1034.0,66.0,72,28.0,63.0,12,69,3,21,83,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3754-Ferry-Ln-94555/home/1817726,1,94555,3.0,7.666666666666667,Alameda
1299999.0,63 Blaisdell Way,FREMONT,CA,4.0,2.0,1372.0,Single,1984.0,7274.0,948.0,66.0,31,7.0,52.0,6,46,5,22,39,90.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Fremont/63-Blaisdell-Way-94536/home/1926695,0,94536,3.0,7.0,Alameda
1259000.0,45188 Tom Blalock St #211,FREMONT,CA,2.0,2.0,1782.0,Condo,2019.0,7617.0,707.0,66.0,27,3.0,51.0,8,46,1,13,64,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45188-Tom-Blalock-St-94539/unit-211/home/168828161,1,94539,4.0,7.0,Alameda
2199488.0,430 Panorama Ct,FREMONT,CA,5.0,3.0,2822.0,Single,2000.0,12473.0,779.0,66.0,42,1.0,51.0,5,74,5,16,52,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/430-Panorama-Ct-94539/home/1216566,1,94539,3.0,9.0,Alameda
1998800.0,43437 Lindenwood St,FREMONT,CA,6.0,4.0,2674.0,Single,1958.0,11185.0,747.0,66.0,45,3.0,51.0,3,44,3,20,29,92.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Fremont/43437-Lindenwood-St-94538/home/1432472,1,94538,3.0,7.333333333333333,Alameda
2990000.0,1935 Castillejo Way,FREMONT,CA,4.0,3.5,2739.0,Single,2015.0,16853.0,1092.0,66.0,49,1.0,61.0,4,72,7,23,42,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/1935-Castillejo-Way-94539/home/95474035,1,94539,3.0,7.333333333333333,Alameda
1025000.0,49076 Larkspur Ter,FREMONT,CA,2.0,2.0,1119.0,Condo,2004.0,6005.0,916.0,66.0,64,5.0,64.0,6,63,1,11,45,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/49076-Larkspur-Ter-94539/home/2112535,1,94539,3.0,8.333333333333334,Alameda
2240000.0,2585 Cabot Ct,FREMONT,CA,5.0,3.0,2670.0,Single,1977.0,12534.0,839.0,66.0,81,1.0,57.0,8,38,5,11,50,95.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/2585-Cabot-Ct-94536/home/1061704,0,94536,4.0,8.333333333333334,Alameda
1199900.0,37908 Bright Cmn,FREMONT,CA,3.0,2.5,1717.0,Townhouse,1977.0,7019.0,699.0,66.0,54,4.0,54.0,5,58,4,16,43,90.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/37908-Bright-Cmn-94536/home/1061903,0,94536,3.0,7.0,Alameda
1499950.0,3754 Ferry Ln,FREMONT,CA,3.0,2.0,1451.0,Single,1978.0,8393.0,1034.0,66.0,72,28.0,63.0,12,69,3,21,83,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3754-Ferry-Ln-94555/home/1817726,1,94555,3.0,7.0,Alameda
1299999.0,63 Blaisdell Way,FREMONT,CA,4.0,2.0,1372.0,Single,1984.0,7274.0,948.0,66.0,31,7.0,52.0,6,46,5,22,39,90.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Fremont/63-Blaisdell-Way-94536/home/1926695,0,94536,3.0,7.666666666666667,Alameda
1259000.0,45188 Tom Blalock St #211,FREMONT,CA,2.0,2.0,1782.0,Condo,2019.0,7617.0,707.0,66.0,27,3.0,51.0,8,46,1,13,64,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45188-Tom-Blalock-St-94539/unit-211/home/168828161,1,94539,3.0,7.0,Alameda
2199488.0,430 Panorama Ct,FREMONT,CA,5.0,3.0,2822.0,Single,2000.0,12473.0,779.0,66.0,42,1.0,51.0,5,74,5,16,52,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/430-Panorama-Ct-94539/home/1216566,1,94539,4.0,7.0,Alameda
1998800.0,43437 Lindenwood St,FREMONT,CA,6.0,4.0,2674.0,Single,1958.0,11185.0,747.0,66.0,45,3.0,51.0,3,44,3,20,29,92.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Fremont/43437-Lindenwood-St-94538/home/1432472,1,94538,3.0,9.0,Alameda
1149000.0,44819 S Grimmer #1005,FREMONT,CA,3.0,3.0,1786.0,Townhouse,2019.0,6831.0,643.0,66.0,37,1.0,63.0,3,30,2,10,29,92.0,1,0,0,0,1,1,0,1,https://www.redfin.com//CA/Fremont/44819-S-Grimmer-Blvd-94538/unit-1005/home/179246354,1,94538,3.0,7.333333333333333,Alameda
1499000.0,39142 Declaration St,FREMONT,CA,4.0,4.5,2001.0,Townhouse,2018.0,8708.0,749.0,66.0,90,1.0,54.0,14,52,3,20,77,92.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/39142-Declaration-St-94538/home/168824215,0,94538,4.0,7.0,Alameda
2990000.0,1935 Castillejo Way,FREMONT,CA,4.0,3.5,2739.0,Single,2015.0,16853.0,1092.0,66.0,49,1.0,61.0,4,72,7,23,42,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/1935-Castillejo-Way-94539/home/95474035,1,94539,3.0,6.333333333333333,Alameda
745000.0,38627 Cherry Ln #8,FREMONT,CA,3.0,1.5,1189.0,Townhouse,1974.0,4604.0,627.0,66.0,27,6.0,54.0,3,34,6,21,35,92.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/38627-Cherry-Ln-94536/unit-8/home/1814542,0,94536,3.0,6.333333333333333,Alameda
1025000.0,49076 Larkspur Ter,FREMONT,CA,2.0,2.0,1119.0,Condo,2004.0,6005.0,916.0,66.0,64,5.0,64.0,6,63,1,11,45,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/49076-Larkspur-Ter-94539/home/2112535,1,94539,3.0,8.333333333333334,Alameda
1999888.0,34192 Finnigan Ter,FREMONT,CA,4.0,3.0,2102.0,Single,1990.0,11234.0,951.0,66.0,13,28.0,64.0,11,87,1,18,88,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/34192-Finnigan-Ter-94555/home/2010137,0,-3824,3.0,6.333333333333333,Alameda
788000.0,5634 Impatiens Cmn,FREMONT,CA,3.0,2.5,1118.0,Townhouse,1994.0,4729.0,705.0,66.0,52,3.0,52.0,5,52,1,19,63,90.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/5634-Impatiens-Cmn-94538/home/742690,1,94538,4.0,6.333333333333333,Alameda
1888800.0,521 Emerson St,FREMONT,CA,3.0,2.0,1700.0,Single,1955.0,10569.0,1111.0,66.0,56,6.0,56.0,2,66,7,18,32,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/521-Emerson-St-94539/home/1666368,1,94539,3.0,8.0,Alameda
998000.0,5527 Azalea Way,NEWARK,CA,3.0,3.0,1540.0,Townhouse,2016.0,5857.0,648.0,66.0,58,5.0,58.0,9,79,4,19,69,96.0,0,1,1,1,1,1,1,1,https://www.redfin.com//CA/Newark/5527-Azalea-Way-94560/home/143115530,1,94560,3.0,6.666666666666667,Alameda
1700000.0,35228 Erving Ct,FREMONT,CA,3.0,2.0,1579.0,Single,1972.0,9513.0,1077.0,66.0,34,3.0,52.0,13,83,2,23,94,95.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/35228-Erving-Ct-94536/home/1115167,1,94536,3.0,8.666666666666666,Alameda
449000.0,38612 Country Ter,FREMONT,CA,1.0,1.0,723.0,Condo,1979.0,2813.0,621.0,66.0,76,11.0,52.0,8,44,4,14,58,90.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/38612-Country-Ter-94536/home/28442262,0,94536,3.0,5.0,Alameda
1600000.0,4789 Calaveras Ave,FREMONT,CA,3.0,2.0,1358.0,Single,1959.0,8953.0,1178.0,66.0,68,6.0,68.0,15,77,2,26,84,91.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4789-Calaveras-Ave-94538/home/2021008,1,94538,3.0,7.666666666666667,Alameda
1549000.0,1150 Bennett Ct,FREMONT,CA,4.0,2.5,1785.0,Single,1977.0,8668.0,868.0,66.0,30,1.0,51.0,6,39,6,21,45,95.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/1150-Bennett-Ct-94536/home/897828,0,94536,3.0,7.0,Alameda
2698000.0,2045 Castillejo Way,FREMONT,CA,5.0,3.5,2484.0,Single,1979.0,15097.0,1086.0,66.0,50,1.0,50.0,3,75,10,23,44,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/2045-Castillejo-Way-94539/home/1712303,1,94539,3.0,7.0,Alameda
1500000.0,38053 Davy Ct,FREMONT,CA,3.0,2.5,1494.0,Single,1963.0,8394.0,1004.0,66.0,31,1.0,65.0,6,49,5,11,44,95.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/38053-Davy-Ct-94536/home/938989,0,94536,3.0,7.0,Alameda
1079900.0,3748 FULMAR Ter,FREMONT,CA,2.0,2.5,1488.0,Single,1989.0,6303.0,726.0,66.0,53,28.0,53.0,11,65,3,23,60,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3748-Fulmar-Ter-94555/home/1149405,0,94555,3.0,8.333333333333334,Alameda
1498888.0,40326 Blacow Rd,FREMONT,CA,3.0,2.0,1324.0,Single,1960.0,8387.0,1132.0,66.0,65,29.0,65.0,7,73,6,16,67,90.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/40326-Blacow-Rd-94538/home/1109722,1,94538,3.0,7.0,Alameda
799999.0,4059 Lorenzo Ter,FREMONT,CA,3.0,1.5,1126.0,Townhouse,1971.0,4747.0,710.0,66.0,70,3.0,65.0,7,77,2,20,58,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4059-Lorenzo-Ter-94536/home/1582476,0,94536,3.0,7.666666666666667,Alameda
998000.0,3280 Neal Ter,FREMONT,CA,3.0,2.5,1778.0,Single,1993.0,6079.0,561.0,66.0,83,2.0,59.0,7,90,11,19,43,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3280-Neal-Ter-94538/home/1105960,0,94538,3.0,6.0,Alameda
1498888.0,48252 Cottonwood St,FREMONT,CA,3.0,2.0,1382.0,Single,1964.0,8387.0,1085.0,66.0,37,5.0,59.0,9,61,17,15,74,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/48252-Cottonwood-St-94539/home/1088807,1,94539,3.0,7.666666666666667,Alameda
1741095.0,45158 Tom Blalock St Unit 304 B4,FREMONT,CA,3.0,3.5,2479.0,Condo,2023.0,10315.0,702.0,66.0,25,3.0,52.0,8,44,19,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45158-Tom-Blalock-St-94539/unit-304-B4/home/179177386,1,94539,3.0,7.0,Alameda
1098000.0,38372 Redwood Ter,FREMONT,CA,3.0,2.5,1820.0,Townhouse,1986.0,6529.0,603.0,66.0,42,2.0,52.0,6,39,7,22,43,95.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/38372-Redwood-Ter-94536/unit-23/home/1887324,0,94536,4.0,7.0,Alameda
1298800.0,3237 Lake Arrowhead Ave,FREMONT,CA,3.0,2.0,1570.0,Single,1976.0,7268.0,827.0,66.0,40,3.0,50.0,12,62,2,29,87,90.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3237-Lake-Arrowhead-Ave-94555/home/1722455,0,94555,4.0,7.0,Alameda
1598000.0,44434 Camellia Dr,FREMONT,CA,4.0,2.0,1350.0,Single,1969.0,8942.0,1184.0,66.0,14,3.0,50.0,7,44,3,15,44,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/44434-Camellia-Dr-94539/home/1900642,1,94539,3.0,7.0,Alameda
1725000.0,34378 Torrington Ct,FREMONT,CA,3.0,2.0,1390.0,Single,1970.0,9653.0,1241.0,66.0,48,28.0,67.0,14,61,3,23,75,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/34378-Torrington-Ct-94555/home/1960119,1,94555,3.0,7.666666666666667,Alameda
1099000.0,5632 Pandorea Ter,NEWARK,CA,3.0,3.0,1622.0,Townhouse,2017.0,6445.0,678.0,66.0,54,5.0,54.0,10,79,2,17,88,96.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Newark/5632-Pandorea-Ter-94560/home/143117456,1,94560,3.0,7.333333333333333,Alameda
988000.0,45138 Challenge Cmn #1001,FREMONT,CA,2.0,2.5,1273.0,Condo,2020.0,5889.0,776.0,66.0,31,3.0,59.0,4,31,2,9,35,92.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Fremont/45138-Challenge-Cmn-94538/unit-1001/home/175930843,1,94538,3.0,7.666666666666667,Alameda
1298000.0,5278 Keystone Dr,FREMONT,CA,3.0,2.0,1329.0,Single,1955.0,7281.0,977.0,66.0,57,8.0,57.0,8,82,3,20,63,92.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/5278-Keystone-Dr-94536/home/1986301,0,94536,3.0,7.666666666666667,Alameda
1199888.0,38507 Overacker Ave,FREMONT,CA,3.0,2.0,1166.0,Single,1953.0,6714.0,1029.0,66.0,43,5.0,66.0,4,32,6,20,34,92.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/38507-Overacker-Ave-94536/home/2009598,0,94536,4.0,7.0,Alameda
799000.0,344 Goleta Ter,FREMONT,CA,2.0,1.5,1140.0,Townhouse,1973.0,4808.0,701.0,66.0,31,3.0,66.0,5,51,4,22,35,90.0,1,1,0,1,0,1,0,0,https://www.redfin.com//CA/Fremont/344-Goleta-Ter-94536/home/799873,0,94536,4.0,7.0,Alameda
1010800.0,47262 Mission Falls Ct,FREMONT,CA,2.0,2.5,1496.0,Condo,2022.0,6156.0,676.0,66.0,60,3.0,60.0,7,47,16,9,57,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/47262-Mission-Falls-Ct-94539/home/178764593,0,94539,3.0,6.333333333333333,Alameda
1888888.0,38321 Timpanogas Cir,FREMONT,CA,4.0,3.0,2010.0,Single,2017.0,10570.0,940.0,66.0,16,3.0,60.0,5,39,6,22,38,93.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/38321-Timpanogas-Cir-94536/home/22713384,0,94536,3.0,6.333333333333333,Alameda
698888.0,38630 Country Cmn #311,FREMONT,CA,2.0,2.0,928.0,Condo,1979.0,4284.0,753.0,66.0,76,11.0,52.0,8,47,3,14,59,90.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/38630-Country-Cmn-94536/unit-311/home/1335305,0,94536,3.0,7.0,Alameda
1600000.0,5235 Earle St,FREMONT,CA,4.0,3.0,1635.0,Single,1964.0,8974.0,979.0,66.0,67,8.0,67.0,11,85,1,18,82,92.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/5235-Earle-St-94536/home/1301546,1,94536,4.0,7.0,Alameda
1099000.0,36509 Cabrillo Dr,FREMONT,CA,3.0,1.0,1147.0,Single,1954.0,6150.0,958.0,66.0,63,13.0,63.0,7,72,2,23,57,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/36509-Cabrillo-Dr-94536/home/1769862,0,94536,3.0,6.333333333333333,Alameda
1650000.0,32728 Shaver Lake St,FREMONT,CA,4.0,2.5,1889.0,Single,1977.0,9233.0,873.0,66.0,49,3.0,51.0,11,67,2,30,91,90.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/32728-Shaver-Lake-St-94555/home/1132749,0,94555,3.0,7.0,Alameda
2099000.0,42102 CAMINO SANTA BARBARA,FREMONT,CA,3.0,2.0,1582.0,Single,1963.0,11745.0,1327.0,66.0,30,5.0,51.0,3,75,11,17,28,90.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/42102-Cam-Santa-Barbara-94539/home/1085321,0,94539,3.0,7.0,Alameda
